True_Data,Base,True_Data_origin,Predicted_Data,Predicted_Data_origin
0.07320179676796257,94.26000214,101.16000366,0.05896557,99.8180963075338
0.06293048214890895,95.81999969,101.84999847,0.07107472,102.63037974056053
0.09195900790186329,93.51999664,102.12000275,0.08594243,101.55732843779668
0.07347371957894744,95.0,101.98000336000001,0.07535581,102.15879797935486
0.11421238429671154,93.51000214,104.19000244,0.08801952,101.74070486089154
0.12076114231355328,94.06999969,105.43000031000001,0.10231186,103.69447534960184
0.10245901245271138,95.16000366,104.91000366,0.10762106,105.40122542935852
0.10112238211006752,96.22000122,105.94999695,0.121019274,107.86447304399312
0.09717154187557209,95.80999756,105.12000275,0.13371572,108.62130312500898
0.07695480608861427,96.94000244,104.40000153,0.08614698,105.2910880531641
0.08538446192925009,97.91000366,106.26999664,0.10003711,107.704636284551
0.10511775425393188,97.69999695,107.97000122,0.114791766,108.91515066358679
0.09823528511524082,98.02999878,107.66000366000002,0.10219002,108.04768609047832
0.1388204087858027,97.31999969,110.83000183,0.11683959,108.69083412834331
0.12835821949163062,97.15000153,109.62000274999998,0.12917873,109.69971849829246
0.1195674772606996,96.18000031,107.68000031,0.13750684,109.40540847516664
0.09350355005150313,96.36000061,105.37000275000001,0.15007865,110.82157982885968
0.0868852816899024,97.59999847,106.08000183,0.16090181,113.30401242975289
0.09005126953846143,97.5,106.27999877999999,0.090652876,106.33865028619766
0.09031011250217902,98.66000366,107.56999968999999,0.10467072,108.9868215222286
0.09897267420906641,98.30999756,108.04000092,0.11751313,109.86271797734652
0.09932896075039999,98.36000061,108.12999725,0.09691484,107.89254899656406
0.11090699798652204,98.01000214,108.87999725,0.10847996,108.64212488401085
0.10651845613826483,98.94999695,109.48999786000002,0.11968974,110.79329269557644
0.10957104644910998,98.83999634,109.66999817,0.10751532,109.46681166609837
0.08145648382835646,100.79000092,109.00000000000001,0.12090542,112.97605622894872
0.06432576991950589,101.66999817,108.20999908,0.13373205,115.26653854559729
0.0721205102654463,102.19000244,109.55999756,0.06082262,108.40546470441019
0.05044400339496691,102.48999786,107.66000365999999,0.0739865,110.07287719252119
0.06701033231838238,100.87999725,107.63999939,0.089715704,109.93051875850028
0.058545751657983036,101.62999725,107.58000183,0.0615552,107.88584668771416
0.057595245169069775,101.05000305,106.87000275,0.07551354,108.6806526919948
0.04609619891890948,101.30999756,105.98000336,0.09119863,110.54933589042703
0.061576590820150434,100.84999847,107.05999755999999,0.053660482,106.26166102012637
0.06054032242939056,101.41999817,107.55999756,0.06636925,108.15117195963886
0.08259267459432595,100.12999725,108.40000153000001,0.082164556,108.35713101099748
0.08665474724509825,100.86000061,109.59999847,0.075159416,108.44058081646509
0.0931985075664179,100.86000061,110.26000214,0.087452695,109.68047494942553
0.09963672932167467,101.87000275,112.01999664,0.100984335,112.15727722862322
0.10688152684593377,101.13999939,111.94999695000001,0.10697066,111.95901266998943
0.11871325301772218,100.41000366,112.33000182999999,0.12015574,112.47483714358354
0.13537960943776373,98.38999939,111.70999908000002,0.13278858,111.45506365459721
0.09497371675613753,99.08000183,108.48999786,0.12868822,111.83043052752794
0.11482465485299698,97.54000092,108.73999786,0.14375418,111.56178999745195
0.09713071172168153,98.62999725,108.20999907999999,0.15677541,114.09276187357021
0.1092180972860457,98.61000061,109.37999725,0.1005807,108.52826273819535
0.11228872592442896,100.01000214,111.23999786000002,0.11549399,111.56055861054968
0.12781419121824045,99.05000305,111.70999908,0.12908156,111.83553660367014
0.13181637167114046,99.76000214,112.91000366,0.11844077,111.57565134022528
0.12069986801342902,101.16000366,113.37000275,0.1309936,114.41131718684565
0.10103093838563892,101.84999847,112.13999938999999,0.14213632,116.3265840102638
0.10859768930039526,102.12000275,113.20999908,0.098878115,112.21743921156639
0.09531274043684235,101.98000336,111.69999694999998,0.11208746,113.41068578064319
0.09002780526280985,104.19000244,113.56999969,0.12535033,117.25025634812118
0.08375226979073136,105.43000031,114.26000214000001,0.07856949,113.71358603415322
0.09303206719571655,104.91000366,114.66999816999999,0.09196479,114.5580354542539
0.08022652425380739,105.94999695,114.44999695,0.10612817,117.19428108923772
0.08428463069080361,105.12000275,113.98000336000001,0.09153553,114.74222193482828
0.09588124505078266,104.40000153,114.41000366000002,0.105517894,115.41606671677192
0.0762210065503206,106.26999664,114.37000275,0.118416876,118.85416077931059
0.07076038995713918,107.97000122,115.61000061,0.060047254,114.45330491288085
0.06957084911174705,107.66000366,115.15000153,0.07191923,115.4028252971638
0.03915903878317195,110.83000183,115.16999816999999,0.08651783,120.41877096167812
0.02891806322272683,109.62000275,112.79000091999998,0.052116588,115.33302814375561
0.041326123023671224,107.68000031,112.12999725000002,0.064541064,114.62978613475627
0.052007170703049166,105.37000275,110.84999847,0.07984419,113.78319015628963
0.05825792046934386,106.08000183,112.26000214,0.049304128,111.3101837859187
-0.0011290470585004764,106.27999878,106.16000366,0.06299308,112.97490001693022
-0.015431774981722102,107.56999969,105.91000366,0.079307705,116.10112630406552
0.014161410190406398,108.04000092,109.56999969,-0.013241835,106.60935386601987
-0.004901496286683793,108.12999725,107.59999847,-0.0044578835,107.64796550979204
0.019471002971576556,108.87999725,111.0,0.01512957,110.52730437544692
0.011142581458079448,109.48999786,110.70999908,0.015043333,111.13709727148127
-0.010668352234185163,109.66999817,108.5,0.023245193,112.21930090212899
-0.0031192324770642488,109.0,108.66000366,0.03653379,112.98218774795532
0.013122615119423475,108.20999908,109.62999725000002,0.0048829466,108.73838111576993
-0.013326023389152009,109.55999756,108.09999847,0.013563894,111.0460552756987
-0.049600629653183126,107.66000366,102.31999969,0.029792175,110.86743090116909
0.006131583646788119,107.63999939,108.30000305,-0.043958202,102.90834015701836
-0.005763178466753893,107.58000183,106.95999908,-0.03847514,103.44084449535784
-0.02825867130428228,106.87000275,103.84999847,-0.01758837,104.99033285175938
-0.021230420161028385,105.98000336,103.73000336,-0.015762262,104.30951798575543
-0.0023351392275148264,107.05999756,106.80999756,-0.008129798,106.1896238122223
